recno,Seq,xpos,ypos,RAJ2000,DEJ2000,SE,isoArea,FKsap,e_FKsap,apcorr,KsR,FKsapD,e_FKsapD,apcorrD,FKsD,e_FKsD,FKsauto,R50,amaj,bmin,Rad,FKsall,e_FKsall,w_FKsall,Fu,e_Fu,w_Fu,FB,e_FB,w_FB,FV,e_FV,w_FV,FR,e_FR,w_FR,Fi,e_Fi,w_Fi,Fz,e_Fz,w_Fz,FJ1,e_FJ1,w_FJ1,FJ2,e_FJ2,w_FJ2,FJ3,e_FJ3,w_FJ3,FHs,e_FHs,w_FHs,FHl,e_FHl,w_FHl,FKs,e_FKs,w_FKs,FJ,e_FJ,w_FJ,FH,e_FH,w_FH,FK,e_FK,w_FK,FKsHI,e_FKsHI,w_FKsHI,F125W,e_F125W,w_F125W,F140W,e_F140W,w_F140W,F160W,e_F160W,w_F160W,F606W,e_F606W,w_F606W,F814W,e_F814W,w_F814W,FY,e_FY,w_FY,F3_6,e_F3_6,w_F3_6,F4_5,e_F4_5,w_F4_5,F5_8,e_F5_8,w_F5_8,F8_0,e_F8_0,w_F8_0,wminOpt,wminHST1,wminfs,wminjhk,wminHST2,wminIRAC,wminAll,Star,Nghb,Use,SNR,zspec,ra,dec
2251,2251,3457.998,748.722,34.2845764,-5.2854857,0,468.0,20.79528,0.06926,1.047323,2.629738,19.44533,0.07004,1.771907,34.45531,0.1241,52.21518,3.775,4.417,3.459,11.726,54.68614,0.37447,0.86,1.798002858,0.08906,1.0,2.457656352,0.0153,1.0,3.806242755,0.01881,1.0,,,0.0,10.84507095,0.0245,1.0,14.84453,0.06776,1.0,19.19313152,0.18375,1.06,24.06499074,0.16953,1.03,27.81734,0.19071,1.06,32.8971,0.31722,1.09,40.1569,0.32659,1.11,56.62297335,0.57219,1.02,29.85008,0.1894,1.0,39.93899,0.38584,1.0,58.35762,0.23245,1.06,,,0.0,,,0.0,,,0.0,,,0.0,5.12934438,0.22653,0.17,19.12764,0.67175,0.02,,,0.0,72.159607309,0.13392,1.08,54.61134,0.15811,1.03,61.828256727,2.9221,1.0,53.02635,4.36975,1.0,1.0,0.0,0.02,0.86,0.0,1.0,0.87,0,0,0,277.6471,,34.2845764,-5.2854857
2427,2427,3504.81,792.439,34.2826195,-5.2836637,0,279.0,12.77232,0.07007,1.06638,2.318635,12.87009,0.07086,1.771907,22.80461,0.12555,27.77093,3.197,3.857,2.885,10.007,29.61436,0.31751,0.85,0.10016513679,0.07858,1.0,0.3914826948,0.01349,1.0,1.10677367,0.01659,1.0,,,0.0,7.732044747,0.02162,1.0,16.37615,0.05978,1.0,24.22940642,0.16192,1.06,27.08397405,0.15016,1.02,33.38197,0.16742,1.07,32.4019,0.27993,1.09,34.37907,0.28679,1.12,32.6181831,0.50748,1.01,33.42392,0.16694,1.0,36.95321,0.34001,1.0,31.11602,0.20487,1.06,,,0.0,,,0.0,,,0.0,,,0.0,1.936066692,0.11913,0.48,9.99762,0.11849,0.5,,,0.0,17.443459383,0.12677,1.1,11.72469,0.14732,1.05,9.8487948048,2.68051,1.0,2.5878,4.25978,1.0,1.0,0.0,0.48,0.85,0.0,1.0,0.85,1,0,0,181.6391,,34.2826195,-5.2836637
2372,2372,3348.751,789.503,34.2891502,-5.2837873,0,499.0,22.70006,0.07048,1.044,2.662012,21.6089,0.07128,1.771907,38.28897,0.12629,57.88108,3.859,4.086,3.988,12.11,60.42782,0.39248,0.84,6.816558102,0.08999,1.0,6.92875656,0.01551,1.0,7.06455871,0.01902,1.0,,,0.0,8.992283475,0.02477,1.0,15.33718,0.06858,1.0,23.81542638,0.18566,1.06,26.02873161,0.17198,1.02,33.33351,0.19221,1.07,41.9656,0.31887,1.1,44.55782,0.32908,1.12,63.98813625,0.58276,1.01,32.29321,0.19202,1.0,47.66825,0.39126,1.0,64.12543,0.23538,1.06,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,90.955602228,0.14559,1.04,84.41525,0.16336,0.97,57.745594083,3.01487,1.0,43.45786,4.6109,1.0,1.0,0.0,0.0,0.84,0.0,1.0,0.84,0,0,0,303.173,,34.2891502,-5.2837873
2863,2863,3377.061,902.409,34.2879677,-5.2790823,3,175.0,5.35586,0.06966,1.08597,2.196566,5.4411,0.07044,1.771907,9.64112,0.12482,10.83317,2.98,2.952,2.923,8.812,11.76449,0.27626,0.86,0.8178456492,0.07429,1.0,0.9490647672,0.0128,1.0,1.17434561,0.0157,1.0,,,0.0,1.52479236,0.02046,1.0,1.87568,0.05663,1.0,2.918621286,0.15013,1.1,3.596778864,0.13569,1.11,5.15471,0.15593,1.11,7.04001,0.25985,1.13,7.98198,0.27046,1.13,12.06657735,0.46194,1.1,5.01667,0.15845,1.0,8.78027,0.32272,1.0,12.79329,0.19499,1.05,,,0.0,,,0.0,,,0.0,,,0.0,1.28020863,0.11345,0.48,1.99601,0.11508,0.48,,,0.0,24.00702741,0.12771,1.05,29.45284,0.15201,1.01,24.505618203,2.82499,1.0,10.35857,4.41039,1.0,1.0,0.0,0.48,0.86,0.0,1.0,0.86,0,0,0,77.2421,,34.2879677,-5.2790823
1769,1769,3862.547,591.799,34.2676468,-5.2920213,3,236.0,4.11395,0.07178,1.049294,3.143162,3.09903,0.07258,1.771907,5.49119,0.12861,12.32334,4.704,4.558,3.231,11.513,12.93081,0.37821,0.81,1.788645327,0.10687,1.0,2.632213188,0.0182,1.0,3.163326305,0.02256,1.0,3.022432032,0.02861,1.0,3.452044386,0.02937,1.0,4.11726,0.0811,1.0,5.716913476,0.27519,0.68,7.391954808,0.27867,0.54,8.4056,0.29587,0.63,9.14575,0.46022,0.75,10.09268,0.48034,0.72,13.95790575,0.77859,0.79,8.3176,0.22529,1.0,10.21449,0.45912,1.0,13.1859,0.27466,1.08,,,0.0,,,0.0,,,0.0,,,0.0,2.992455498,0.5413,0.04,4.34472,0.39952,0.08,,,0.0,21.015297504,0.16534,1.01,23.88634,0.20397,0.94,15.95487933,3.57705,1.0,9.31948,5.61459,1.0,1.0,0.0,0.04,0.81,0.0,1.0,0.81,0,0,1,42.69589,,34.2676468,-5.2920213
1792,1792,3873.271,593.98,34.2671967,-5.2919302,3,211.0,4.05314,0.07178,1.058616,3.05508,3.09695,0.07258,1.771907,5.48751,0.12861,11.69702,4.559,3.962,3.164,10.622,12.38266,0.34665,0.81,1.299519117,0.10388,1.0,1.620598608,0.01769,1.0,1.880079175,0.02193,1.0,1.785916688,0.02781,1.0,2.193619953,0.02855,1.0,2.67938,0.07883,1.0,4.28783495,0.26361,0.7,5.380658199,0.27336,0.53,6.82437,0.28094,0.66,7.92505,0.44732,0.75,9.19397,0.46048,0.74,13.5104913,0.75218,0.8,6.48276,0.21896,1.0,8.42923,0.44624,1.0,12.95133,0.26572,1.09,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,25.331631232,0.16156,1.01,32.40689,0.19744,0.96,36.143507013,3.60511,1.0,48.66485,5.5263,1.0,1.0,0.0,0.0,0.81,0.0,1.0,0.81,0,0,1,42.66726,,34.2671967,-5.2919302
1915,1915,3955.751,633.194,34.2637482,-5.2902951,3,316.0,10.53355,0.07178,1.056276,2.540842,9.99928,0.07258,1.771907,17.7178,0.12861,25.33814,3.655,3.758,3.467,10.829,26.76408,0.35393,0.81,0.1293246627,0.08638,1.0,0.1395267912,0.01472,1.0,0.2659549925,0.01826,1.0,0.2954947344,0.02312,1.0,0.7366567278,0.02377,1.0,1.38959,0.06565,1.0,4.090331542,0.20114,0.83,6.79509999,0.22112,0.56,9.98536,0.20944,0.82,15.1556,0.33398,0.93,18.43769,0.35128,0.88,28.8072372,0.578,0.94,9.59077,0.18205,1.0,17.47348,0.37106,1.0,28.25412,0.22089,1.09,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,45.443557207,0.13587,1.06,52.55721,0.15908,1.0,37.776701979,2.82053,1.0,35.19525,4.60361,1.0,1.0,0.0,0.0,0.81,0.0,1.0,0.81,0,0,1,137.7621,,34.2637482,-5.2902951
1967,1967,3942.159,642.492,34.2643166,-5.2899079,3,201.0,4.68009,0.07178,1.068957,2.524443,4.23189,0.07258,1.771907,7.49851,0.12861,11.05247,3.648,3.342,3.209,9.824,11.81462,0.31895,0.81,4.327851687,0.08582,1.0,4.451204916,0.01462,1.0,4.416548585,0.01814,1.0,4.524258784,0.02298,1.0,4.577770302,0.02361,1.0,5.09779,0.06522,1.0,8.176808502,0.1963,0.86,8.62780842,0.21065,0.61,9.982,0.20319,0.86,10.3523,0.32829,0.95,11.11968,0.3397,0.93,12.9700206,0.56514,0.97,10.20347,0.18089,1.0,11.65702,0.36869,1.0,12.007,0.21948,1.09,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,15.956298393,0.13399,1.05,17.91591,0.16137,1.0,18.416733102,2.88593,1.0,7.48977,4.64615,1.0,1.0,0.0,0.0,0.81,0.0,1.0,0.81,0,0,1,58.30352,,34.2643166,-5.2899079
1998,1998,3968.481,648.326,34.2632141,-5.2896647,3,194.0,5.09573,0.07178,1.076379,2.269453,5.13463,0.07258,1.771907,9.0981,0.12861,10.74391,3.123,3.203,3.029,9.344,11.56452,0.30255,0.81,0.12592791735,0.07715,1.0,0.03445255512,0.01315,1.0,0.0578387598,0.01631,1.0,0.1800440544,0.02066,1.0,0.414375171,0.02123,1.0,0.70611,0.05865,1.0,1.951978926,0.17541,0.87,2.423761263,0.19247,0.59,3.68655,0.18159,0.87,5.86761,0.29511,0.95,7.6366,0.30053,0.96,12.00340545,0.50833,0.97,3.30128,0.1626,1.0,7.36157,0.33143,1.0,12.11384,0.19728,1.09,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,25.740561508,0.12795,1.06,32.53903,0.1507,0.99,29.532927696,2.67143,1.0,23.68727,4.36284,1.0,1.0,0.0,0.0,0.81,0.0,1.0,0.81,0,0,1,70.74085,,34.2632141,-5.2896647
2128,2128,3905.822,689.537,34.2658348,-5.2879481,0,161.0,5.44898,0.07178,1.098737,2.063503,5.8336,0.07258,1.771907,10.33659,0.12861,10.23356,2.654,2.921,2.57,8.22,11.24399,0.26507,0.81,8.809430583,0.07015,1.0,12.69973476,0.01196,1.0,16.1918353,0.01483,1.0,18.47169472,0.0188,1.0,18.28672062,0.0193,1.0,19.2083,0.05332,1.0,18.76644066,0.1502,0.98,18.41724612,0.15357,0.77,19.34146,0.15641,0.97,17.6277,0.25395,1.06,16.70123,0.26067,1.06,12.53153955,0.45242,1.01,19.93221,0.14793,1.0,18.21816,0.30145,1.0,11.79154,0.18028,1.08,,,0.0,,,0.0,,,0.0,,,0.0,17.93720898,0.10532,0.47,19.49607,0.1039,0.51,,,0.0,5.3920593229,0.12785,1.02,3.36492,0.16245,0.97,0.48605519034,2.7731,1.0,-11.00312,4.32127,1.0,1.0,0.0,0.47,0.81,0.0,1.0,0.81,1,0,0,80.37059,,34.2658348,-5.2879481
2142,2142,3713.841,701.667,34.2738724,-5.2874441,3,225.0,4.70542,0.07134,1.063973,2.605559,4.40729,0.07214,1.771907,7.80931,0.12783,11.52309,3.722,3.595,3.208,10.188,12.26025,0.32949,0.82,4.112180439,0.08851,1.0,3.98851902,0.01512,1.0,4.27177752,0.01868,1.0,5.310151568,0.02378,1.0,7.466000451,0.02434,1.0,9.22155,0.06721,1.0,8.323230948,0.19168,0.96,10.177143795,0.17508,0.95,10.43766,0.19453,1.0,10.3261,0.32017,1.06,11.30292,0.33176,1.05,12.09805695,0.57559,0.99,11.61377,0.18709,1.0,10.57564,0.3811,1.0,13.08445,0.22895,1.07,,,0.0,,,0.0,,,0.0,,,0.0,4.958863518,0.13375,0.47,8.44629,0.13133,0.51,,,0.0,13.068828861,0.15016,1.06,8.90461,0.17537,1.02,8.4265005267,3.02301,1.0,-1.50071,4.49743,1.0,1.0,0.0,0.47,0.82,0.0,1.0,0.82,0,0,1,61.09374,,34.2738724,-5.2874441
2164,2164,3768.806,708.191,34.2715721,-5.2871718,3,225.0,4.01781,0.07091,1.055597,3.046639,3.15364,0.0717,1.771907,5.58796,0.12705,11.5961,4.494,4.574,2.88,10.888,12.24081,0.35171,0.83,1.69677255,0.10353,1.0,1.923987816,0.01768,1.0,1.99087194,0.02186,1.0,2.03680776,0.02779,1.0,2.380688478,0.02847,1.0,2.9126,0.07863,1.0,5.24223152,0.21847,1.01,5.115697461,0.2057,0.94,7.05051,0.22747,1.0,7.81516,0.37458,1.06,10.41059,0.38586,1.06,13.7131944,0.6769,0.98,6.96378,0.21866,1.0,9.82335,0.44543,1.0,12.73501,0.26763,1.07,,,0.0,,,0.0,,,0.0,,,0.0,1.893265248,0.15632,0.47,2.71332,0.15505,0.5,,,0.0,27.812364677,0.18325,1.06,35.35421,0.22419,1.02,40.021955892,3.53544,1.0,38.91311,5.37203,1.0,1.0,0.0,0.47,0.83,0.0,1.0,0.83,0,0,1,43.98141,,34.2715721,-5.2871718
2181,2181,3723.992,719.967,34.2734451,-5.2866817,2,229.0,3.45917,0.07134,1.057164,2.983166,2.88745,0.07214,1.771907,5.1163,0.12783,9.76128,4.298,3.899,3.292,10.748,10.31927,0.34893,0.82,2.373023778,0.10134,1.0,3.046901832,0.01731,1.0,5.24934817,0.02139,1.0,6.36171808,0.02722,1.0,6.872618109,0.02787,1.0,7.61566,0.07697,1.0,7.440924362,0.21077,1.04,8.06989365,0.19735,0.98,8.72409,0.21947,1.03,8.79897,0.36658,1.06,9.68351,0.3764,1.07,11.02753785,0.65924,0.99,9.09058,0.21421,1.0,10.70688,0.43632,1.0,10.71842,0.26211,1.07,,,0.0,,,0.0,,,0.0,,,0.0,6.097976568,0.15341,0.47,7.67225,0.15189,0.5,,,0.0,6.2592964067,0.15902,1.06,4.43291,0.18575,1.01,1.9781152068,3.1289,1.0,10.22628,4.63946,1.0,1.0,0.0,0.47,0.82,0.0,1.0,0.82,0,0,1,40.0258,,34.2734451,-5.2866817
2138,2138,3719.348,770.102,34.2736397,-5.2845926,3,1014.0,310.6499,0.07134,1.054744,2.052958,336.4466,0.07214,1.771907,596.1521,0.12783,604.6501,2.711,3.733,3.58,10.967,637.7513,0.35445,0.83,6.95670345,0.06974,1.0,20.84124204,0.01192,1.0,54.4578121,0.01472,1.0,103.47672864,0.01874,1.0,227.5782999,0.01918,1.0,448.35911,0.05299,1.0,620.6486726,0.1463,1.02,654.053148,0.13508,0.99,777.10148,0.14965,1.05,775.039,0.25105,1.07,811.47895,0.25813,1.08,694.633533,0.4587,0.97,772.43861,0.14746,1.0,858.97937,0.30031,1.0,668.69727,0.18208,1.05,,,0.0,,,0.0,,,0.0,,,0.0,79.90790058,0.10494,0.48,342.43659,0.10361,0.51,,,0.0,335.23890639,0.13616,1.05,234.6604,0.15479,1.06,166.43931402,2.61914,1.0,82.506,4.09755,1.0,1.0,0.0,0.48,0.83,0.0,1.0,0.82,1,0,0,4663.815,,34.2736397,-5.2845926
2474,2474,3722.216,785.353,34.2735214,-5.283957,3,171.0,9.19238,0.07091,1.085877,2.089488,8.34177,0.0717,1.771907,14.78085,0.12705,17.68834,3.15,3.157,2.736,8.817,19.20736,0.28135,0.83,-0.0394257999,0.07098,1.0,0.2940159168,0.01213,1.0,0.584636186,0.01498,1.0,1.129589536,0.01908,1.0,2.313157476,0.01953,1.0,4.59225,0.05394,1.0,7.105751406,0.14741,1.04,9.153057501,0.13745,0.99,11.89202,0.15308,1.04,13.6671,0.25674,1.06,15.5631,0.26158,1.09,19.86479745,0.46701,0.97,11.52464,0.15009,1.0,16.92864,0.30566,1.0,20.16947,0.18444,1.06,,,0.0,,,0.0,,,0.0,,,0.0,0.730655529,0.10691,0.48,3.05102,0.10653,0.5,,,0.0,34.298574543,0.16057,1.06,36.9213,0.18141,1.06,34.189998249,3.00973,1.0,22.30762,4.81438,1.0,1.0,0.0,0.48,0.83,0.0,1.0,0.83,0,0,1,116.3364,,34.2735214,-5.283957
2253,2253,4119.123,755.953,34.2569122,-5.2851782,0,418.0,3.70901,0.07007,1.028312,4.425846,2.80838,0.07086,1.771907,4.97619,0.12555,15.96356,6.082,5.335,4.379,14.5,16.41552,0.47632,0.85,5.884376481,0.1503,1.0,9.624719772,0.02566,1.0,13.24395065,0.03186,1.0,14.75698304,0.04028,1.0,15.81731802,0.04148,1.0,16.58636,0.11466,1.0,17.54434182,0.30892,1.06,17.23117662,0.34922,0.68,19.04763,0.31955,1.07,18.7867,0.53687,1.09,19.8934,0.54597,1.11,16.87040685,0.96944,1.02,19.72154,0.31704,1.0,21.47879,0.6465,1.0,17.78232,0.38268,1.1,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,8.3359340708,0.17215,1.09,6.35657,0.20002,0.99,0.99427476954,3.53919,1.0,-11.83959,5.86978,1.0,1.0,0.0,0.0,0.85,0.0,1.0,0.85,0,0,1,39.63541,,34.2569122,-5.2851782
2358,2358,4064.092,777.269,34.2592125,-5.2842908,0,323.0,11.65569,0.07091,1.061817,2.280318,11.86793,0.0717,1.771907,21.02887,0.12705,25.03133,3.15,3.58,3.331,10.36,26.57868,0.33341,0.83,0.04146179895,0.07746,1.0,0.1374510528,0.01322,1.0,0.3165612895,0.01641,1.0,0.9130112032,0.02076,1.0,2.100208278,0.02137,1.0,5.38525,0.05905,1.0,8.487944574,0.15839,1.07,10.118446191,0.16405,0.82,13.18755,0.16473,1.07,17.2139,0.27673,1.09,20.05802,0.28037,1.12,29.13809205,0.50151,1.01,,,0.0,19.29535,0.33309,1.0,27.60402,0.19813,1.09,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,37.146455082,0.12512,1.11,30.90256,0.1422,1.0,16.758586764,2.65869,1.0,18.10301,4.47283,1.0,1.0,0.0,0.0,0.83,0.0,1.0,0.83,0,0,1,165.513,,34.2592125,-5.2842908
2614,2614,4018.125,827.68,34.2611389,-5.2821903,3,156.0,6.69087,0.07178,1.101513,2.017241,7.17578,0.07258,1.771907,12.71482,0.12861,12.25323,2.588,2.863,2.55,8.106,13.49709,0.26136,0.81,,,0.0,13.64546088,0.0117,1.0,18.0155511,0.01451,1.0,20.58060416,0.01838,1.0,20.75425989,0.0189,1.0,21.93124,0.05223,1.0,21.55093696,0.14132,1.05,21.00092652,0.13491,0.95,21.92865,0.1452,1.08,20.3239,0.24491,1.09,19.18586,0.24959,1.11,15.2907903,0.44352,1.01,22.56199,0.1446,1.0,21.49117,0.29467,1.0,14.05337,0.17611,1.08,,,0.0,,,0.0,,,0.0,,,0.0,18.98927982,0.10288,0.48,21.85533,0.10188,0.51,-1.846186884e-09,0.00719,,6.8811794845,0.12418,1.08,4.74698,0.14577,0.98,2.6460930006,2.82163,1.0,4.88439,4.51135,1.0,1.0,0.0,0.48,0.81,0.0,1.0,0.81,1,0,0,98.86211,,34.2611389,-5.2821903
1385,1385,3817.325,809.98,34.2695427,-5.2829299,2,5628.0,6325.898,0.07134,1.02617,2.099379,6721.141,0.07214,1.771907,11909.24,0.12783,12941.77,2.901,5.086,4.866,14.924,13280.45,0.50086,0.82,,,0.0,356.0428764,0.01219,1.0,408.299494,0.01507,1.0,424.5758928,0.01916,1.0,477.385146,0.01964,1.0,1382.83433,0.05425,1.0,12159.19108,0.14871,1.03,8737.327305,0.13866,0.98,11629.7563,0.15464,1.03,14431.6,0.25823,1.06,13512.06765,0.26511,1.07,11384.3421,0.46505,0.99,25298.31388,0.15068,1.0,22849.83574,0.30689,1.0,14944.38363,0.18521,1.06,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,6077.435575,0.13911,1.03,3952.81803,0.17662,1.08,2729.8548012,2.85705,1.0,1500.6579,4.25294,1.0,1.0,0.0,0.0,0.82,0.0,1.0,0.82,1,0,0,93168.3,,34.2695427,-5.2829299
2441,2441,3861.686,832.737,34.2676849,-5.2819815,3,359.0,2.71972,0.07134,1.006034,3.837788,2.63823,0.07214,1.771907,4.6747,0.12783,10.37508,6.625,8.75,6.033,21.797,10.43769,0.77113,0.82,,,0.0,2.397253932,0.02228,1.0,3.594829345,0.02756,1.0,4.543503152,0.03501,1.0,4.314177756,0.03592,1.0,4.21322,0.09922,1.0,2.306435126,0.27036,1.04,2.653478793,0.25072,1.0,4.44083,0.27749,1.07,7.05507,0.47453,1.05,7.32078,0.47794,1.1,11.2428966,0.85084,0.99,3.83149,0.27538,1.0,7.03896,0.56087,1.0,10.15039,0.33689,1.07,,,0.0,,,0.0,,,0.0,,,0.0,1.386918072,0.19636,0.48,1.92601,0.19578,0.5,-4.447345776e-10,0.01365,,24.599604026,0.24539,1.1,22.55616,0.31642,1.05,22.904138805,5.03804,1.0,16.97595,7.63845,1.0,1.0,0.0,0.48,0.82,0.0,1.0,0.82,0,1,0,36.57111,,34.2676849,-5.2819815
2910,2910,3849.208,918.025,34.2682076,-5.2784276,2,260.0,4.48015,0.07091,1.054074,2.885505,3.9822,0.0717,1.771907,7.05608,0.12705,12.26432,4.191,3.964,3.411,11.031,12.9275,0.3567,0.83,3.074096145,0.09805,1.0,3.230460252,0.01676,1.0,3.693451895,0.02072,1.0,6.172266128,0.02634,1.0,7.726503792,0.02701,1.0,8.475,0.07461,1.0,9.245633454,0.19559,1.12,9.736418853,0.17787,1.12,10.29024,0.20425,1.12,11.4502,0.34726,1.11,10.75092,0.35512,1.13,13.5609012,0.605,1.11,10.65157,0.20709,1.0,12.25333,0.42164,1.0,13.63173,0.25325,1.07,,,0.0,,,0.0,,,0.0,,,0.0,4.673404992,0.14655,0.49,8.14975,0.14611,0.51,,,0.0,13.388837288,0.15082,1.12,10.12327,0.17602,1.07,5.702911566,3.27833,1.0,-10.44186,4.67925,1.0,1.0,0.0,0.49,0.83,0.0,1.0,0.83,0,0,1,55.53669,,34.2682076,-5.2784276
2956,2956,3923.664,931.654,34.2650909,-5.2778587,3,164.0,6.63462,0.07134,1.084811,2.301323,6.19485,0.07214,1.771907,10.9767,0.12783,14.07472,3.347,3.123,2.8,8.871,15.26841,0.28487,0.82,0.11606769108,0.0782,1.0,0.2347051068,0.01336,1.0,0.3346317615,0.01653,1.0,0.4388098928,0.02099,1.0,0.7897861503,0.02156,1.0,1.32045,0.05955,1.0,2.80831617,0.15521,1.13,4.3899975,0.1411,1.13,6.01028,0.16298,1.12,8.83473,0.2759,1.12,9.8584,0.28307,1.13,15.3050412,0.4744,1.15,5.27658,0.16507,1.0,10.43575,0.33615,1.0,16.53575,0.2019,1.07,,,0.0,,,0.0,,,0.0,,,0.0,0.9124387458,0.11676,0.49,1.32618,0.11656,0.51,,,0.0,34.700610282,0.16591,1.12,39.93433,0.18474,1.04,29.372927583,3.66743,1.0,22.7381,5.17948,1.0,1.0,0.0,0.49,0.82,0.0,1.0,0.82,0,0,1,85.87291,,34.2650909,-5.2778587
2953,2953,3915.733,938.018,34.2654228,-5.2775936,3,242.0,11.04713,0.07134,1.070933,2.336404,10.69281,0.07214,1.771907,18.94666,0.12783,24.10101,3.306,3.312,3.15,9.69,25.81056,0.31241,0.82,0.11036996598,0.07939,1.0,0.1543682088,0.01356,1.0,0.325163783,0.01678,1.0,0.4455169536,0.02132,1.0,0.8913994194,0.02188,1.0,1.48629,0.06045,1.0,3.278471834,0.15687,1.14,5.148897138,0.14261,1.14,7.7889,0.16475,1.13,11.6267,0.28012,1.12,14.14887,0.28744,1.13,25.65938355,0.47958,1.16,7.05577,0.1676,1.0,13.3746,0.34127,1.0,27.48114,0.20498,1.07,,,0.0,,,0.0,,,0.0,11.4972,0.15526,0.43,0.5961114906,0.11856,0.49,1.18134,0.11836,0.51,,,0.0,75.090024711,0.14564,1.12,107.17997,0.1602,1.04,136.06258647,3.25916,1.0,132.57751,4.53571,1.0,1.0,0.0,0.49,0.82,0.0,1.0,0.82,0,0,1,148.2235,,34.2654228,-5.2775936
2717,2717,3505.032,878.85,34.2826118,-5.2800627,0,327.0,17.03189,0.06966,1.06828,2.231985,17.4172,0.07044,1.771907,30.86166,0.12482,35.58518,3.058,3.425,3.162,9.873,38.01494,0.31116,0.86,2.037688782,0.07564,1.0,2.096462196,0.01299,1.0,2.723211155,0.01597,1.0,,,0.0,5.926507398,0.02082,1.0,10.02547,0.05757,1.0,13.75910096,0.15416,1.08,14.5029087,0.13953,1.09,21.23207,0.15913,1.1,23.3535,0.26711,1.11,26.20802,0.27626,1.12,39.77564445,0.4712,1.09,18.48504,0.16074,1.0,27.17341,0.32731,1.0,39.92826,0.19807,1.05,,,0.0,,,0.0,,,0.0,,,0.0,3.364483464,0.11388,0.49,7.32671,0.11431,0.5,,,0.0,57.868209614,0.12706,1.11,46.97028,0.143,1.1,38.631320067,2.61408,1.0,48.68796,4.31203,1.0,1.0,0.0,0.49,0.86,0.0,1.0,0.86,0,0,0,247.2554,,34.2826118,-5.2800627
2999,2999,3445.975,984.191,34.2850838,-5.2756739,0,636.0,62.81178,0.06926,1.048988,2.439175,61.00715,0.07004,1.771907,108.099,0.1241,146.0539,3.48,4.218,3.511,11.545,153.2089,0.36604,0.87,5.097473409,0.08259,1.0,7.404720912,0.0142,1.0,16.76358965,0.01744,1.0,,,0.0,36.95071653,0.02274,1.0,51.66786,0.06293,1.0,62.23041794,0.16298,1.15,70.03509345,0.146,1.18,89.46645,0.16961,1.16,107.965,0.28673,1.15,121.42092,0.29665,1.16,159.593064,0.48793,1.22,87.59732,0.17578,1.0,124.64662,0.35788,1.0,161.56433,0.21635,1.05,,,0.0,82.9625,0.12974,0.77,,,0.0,108.811,0.11796,0.81,21.44337636,0.12465,0.49,41.9671,0.12537,0.5,,,0.0,85.923858896,0.12811,1.13,80.2445,0.15372,1.06,63.649751679,2.74748,1.0,104.23318,4.5902,1.0,1.0,0.0,0.49,0.87,0.0,1.0,0.87,0,0,0,871.0811,,34.2850838,-5.2756739
2792,2792,3743.932,894.547,34.2726135,-5.279407,0,341.0,7.05993,0.06926,1.046398,2.952726,6.24916,0.07004,1.771907,11.07293,0.1241,19.92172,4.297,4.039,3.849,11.829,20.84604,0.37586,0.87,5.27567613,0.1003,1.0,5.281354728,0.01716,1.0,6.03309292,0.02118,1.0,8.056412944,0.02697,1.0,11.79654609,0.02761,1.0,14.44649,0.07628,1.0,14.16471046,0.20303,1.09,16.32432123,0.18471,1.09,17.14104,0.21169,1.09,17.6452,0.35647,1.1,19.08349,0.36523,1.12,21.9984975,0.6212,1.1,18.14088,0.21211,1.0,19.76386,0.43182,1.0,22.15112,0.26052,1.06,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,21.737268877,0.13482,1.14,16.35802,0.16272,1.11,14.284201311,3.02486,1.0,-0.34131,4.62143,1.0,1.0,0.0,0.0,0.87,0.0,1.0,0.87,0,0,1,89.22765,,34.2726135,-5.279407
2748,2748,3794.38,897.587,34.2705002,-5.2792797,0,460.0,63.84416,0.07007,1.071937,2.037726,69.31877,0.07086,1.771907,122.8264,0.12555,121.3662,2.662,3.29,3.128,9.624,130.0969,0.30465,0.85,,,0.0,1.970787096,0.01184,1.0,6.245606885,0.01462,1.0,13.76805648,0.01861,1.0,44.70550371,0.01907,1.0,85.28967,0.05266,1.0,114.5286218,0.14009,1.09,124.9798914,0.12802,1.08,151.65516,0.14612,1.09,149.561,0.24395,1.12,155.80681,0.25195,1.12,138.6112725,0.43281,1.08,150.08088,0.14631,1.0,166.07176,0.29788,1.0,136.61075,0.1789,1.07,,,0.0,,,0.0,,,0.0,,,0.0,9.393225492,0.10355,0.49,56.18881,0.10314,0.51,,,0.0,76.166477196,0.12754,1.13,53.09244,0.15413,1.11,36.848260083,2.72591,1.0,16.74074,4.15,1.0,1.0,0.0,0.49,0.85,0.0,1.0,0.85,1,1,0,978.3148,,34.2705002,-5.2792797
