recno,Seq,xpos,ypos,RAJ2000,DEJ2000,SE,isoArea,FKsap,e_FKsap,apcorr,KsR,FKsapD,e_FKsapD,apcorrD,FKsD,e_FKsD,FKsauto,R50,amaj,bmin,Rad,FKsall,e_FKsall,w_FKsall,Fu,e_Fu,w_Fu,FB,e_FB,w_FB,FV,e_FV,w_FV,FR,e_FR,w_FR,Fi,e_Fi,w_Fi,Fz,e_Fz,w_Fz,FJ1,e_FJ1,w_FJ1,FJ2,e_FJ2,w_FJ2,FJ3,e_FJ3,w_FJ3,FHs,e_FHs,w_FHs,FHl,e_FHl,w_FHl,FKs,e_FKs,w_FKs,FJ,e_FJ,w_FJ,FH,e_FH,w_FH,FK,e_FK,w_FK,FKsHI,e_FKsHI,w_FKsHI,F125W,e_F125W,w_F125W,F140W,e_F140W,w_F140W,F160W,e_F160W,w_F160W,F606W,e_F606W,w_F606W,F814W,e_F814W,w_F814W,FY,e_FY,w_FY,F3_6,e_F3_6,w_F3_6,F4_5,e_F4_5,w_F4_5,F5_8,e_F5_8,w_F5_8,F8_0,e_F8_0,w_F8_0,wminOpt,wminHST1,wminfs,wminjhk,wminHST2,wminIRAC,wminAll,Star,Nghb,Use,SNR,zspec,ra,dec
20,20,1774.856,50.419,34.355011,-5.3145938,0,625.0,77.592,0.07667,1.043883,2.325334,60.37157,0.07753,1.771907,106.9728,0.13737,172.8424,3.772,4.362,3.745,12.125,180.4273,0.42749,0.71,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,72.46413,0.16829,1.0,128.32306,0.34221,1.0,186.38172,0.20193,1.09,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.71,0.0,0.0,0.71,0,0,0,778.7175,,34.355011,-5.3145938
13,13,1530.136,65.403,34.3652534,-5.3139701,3,793.0,45.42435,0.07952,1.025573,2.948302,35.26651,0.08041,1.771907,62.48898,0.14248,130.5853,4.797,5.966,4.219,15.051,133.9247,0.5636,0.66,1.1616741087,0.10088,1.0,2.4561225,0.01705,1.0,4.98639032,0.02095,1.0,11.49734528,0.02682,1.0,19.98421425,0.0275,1.0,29.72792,0.07681,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,56.71039,0.21321,1.0,95.15886,0.43378,1.0,133.00448,0.2593,1.07,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.66,0.0,0.0,0.66,0,0,0,438.5839,,34.3652534,-5.3139701
15,15,1397.611,58.196,34.3708,-5.3142705,2,2278.0,208.4403,0.07459,1.009571,3.303787,166.4175,0.07543,1.771907,294.8763,0.13366,682.1141,5.43,7.23,6.125,19.964,688.6424,0.72874,0.75,5.340282777,0.11298,1.0,13.49823348,0.01912,1.0,33.2846298,0.02343,1.0,95.43788304,0.03009,1.0,155.0947629,0.03081,1.0,224.30394,0.08611,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,372.41029,0.239,1.0,560.64298,0.48683,1.0,691.82871,0.29187,1.06,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.75,0.0,0.0,0.75,0,0,0,2206.215,,34.3708,-5.3142705
7,7,1319.653,79.46,34.3740616,-5.313385,3,3631.0,159.7551,0.07777,0.9999232,3.97483,125.585,0.07864,1.771907,222.5249,0.13935,635.0483,6.686,9.685,8.213,26.756,634.9995,1.06674,0.69,1.489165932,0.13585,1.0,4.81965408,0.02301,1.0,18.8361591,0.02818,1.0,50.86900336,0.03619,1.0,113.6582265,0.03703,1.0,174.288,0.10353,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,318.15468,0.28751,1.0,493.88265,0.58574,1.0,639.25802,0.35384,1.05,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.69,0.0,0.0,0.69,0,0,0,1596.91,,34.3740616,-5.313385
19,19,1453.791,58.562,34.3684464,-5.3142552,0,407.0,15.22706,0.07613,1.045755,2.508357,11.88344,0.07699,1.771907,21.05635,0.13641,36.52375,4.075,4.242,3.71,11.901,38.1949,0.41593,0.72,0.3189612369,0.08581,1.0,0.3957931548,0.01451,1.0,0.864258362,0.0178,1.0,1.609870576,0.02284,1.0,3.314099124,0.0234,1.0,6.0706,0.06537,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,13.56784,0.18143,1.0,23.69239,0.3694,1.0,37.90026,0.22051,1.07,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.72,0.0,0.0,0.72,0,0,0,154.3571,,34.3684464,-5.3142552
41,41,1423.978,72.156,34.3696938,-5.3136888,3,235.0,4.66408,0.07459,1.054495,2.792535,3.65382,0.07543,1.771907,6.47423,0.13366,12.3515,4.412,4.014,3.343,10.99,13.0246,0.37622,0.74,1.570733904,0.09552,1.0,1.501517952,0.01615,1.0,1.92319315,0.01982,1.0,2.591581792,0.02541,1.0,4.214018865,0.02603,1.0,6.27509,0.07275,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,8.5597,0.20195,1.0,10.30761,0.41113,1.0,13.09068,0.2471,1.06,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.74,0.0,0.0,0.75,0,0,0,48.43913,,34.3696938,-5.3136888
84,84,1437.886,117.187,34.3691139,-5.3118124,3,429.0,9.21449,0.07721,1.032668,3.206131,7.04705,0.07808,1.771907,12.48672,0.13835,28.6083,5.097,5.358,3.903,13.719,29.54287,0.49343,0.7,3.223471014,0.10968,1.0,5.555354436,0.01853,1.0,7.557895845,0.02279,1.0,8.293680784,0.02911,1.0,8.77589202,0.02985,1.0,9.75161,0.08342,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,17.75353,0.23175,1.0,23.71316,0.47127,1.0,29.85952,0.27983,1.1,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.7,0.0,0.0,0.7,0,0,0,90.25569,,34.3691139,-5.3118124
184,184,1427.422,109.93,34.3695526,-5.3121147,3,151.0,5.51138,0.07667,1.087658,2.060454,4.52949,0.07699,1.771907,8.02583,0.13641,10.44073,3.333,3.136,2.699,8.728,11.35594,0.30104,0.71,1.56530628,0.07048,1.0,2.843201808,0.01191,1.0,4.163634635,0.01464,1.0,4.75420776,0.01872,1.0,4.693002552,0.01918,1.0,4.94179,0.05362,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,6.86826,0.14894,1.0,10.07281,0.30295,1.0,11.49499,0.18054,1.09,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.71,0.0,0.0,0.71,0,0,0,58.83468,,34.3695526,-5.3121147
21,21,1710.867,48.682,34.3576889,-5.3146663,2,244.0,5.52315,0.07721,1.057864,2.543528,4.32745,0.07808,1.771907,7.66783,0.13835,13.27985,4.087,3.797,3.342,10.687,14.04828,0.37534,0.7,,,0.0,0.9346297644,0.01472,1.0,1.36710301,0.0181,1.0,1.474259376,0.02314,1.0,1.613624166,0.02374,1.0,2.0266,0.06624,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,4.60065,0.18405,1.0,8.18212,0.37431,1.0,13.85374,0.22298,1.07,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.7,0.0,0.0,0.7,0,0,0,55.42413,,34.3576889,-5.3146663
149,149,1666.753,114.008,34.3595352,-5.311944,2,466.0,30.90779,0.07613,1.051883,2.154232,26.31985,0.07699,1.771907,46.63634,0.13641,63.29845,3.479,4.068,3.454,11.245,66.58254,0.39104,0.72,-0.10742509593,0.07363,1.0,0.1765519632,0.01245,1.0,0.4092515275,0.01536,1.0,1.051752848,0.01954,1.0,3.267290313,0.02005,1.0,7.17556,0.05599,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,27.65452,0.15567,1.0,45.47266,0.31625,1.0,65.61545,0.18679,1.11,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.72,0.0,0.0,0.72,0,0,0,341.8755,,34.3595352,-5.311944
182,182,1629.878,104.066,34.3610802,-5.3123584,0,212.0,7.39336,0.07721,1.078162,2.040802,6.34581,0.07808,1.771907,11.24419,0.13835,13.99453,3.245,3.187,2.975,9.238,15.08838,0.31929,0.71,0.04824197661,0.06978,1.0,0.06103320264,0.01179,1.0,0.1009349977,0.01454,1.0,0.2576188368,0.01852,1.0,0.6692090853,0.01901,1.0,1.34298,0.05307,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,5.54171,0.14749,1.0,9.04943,0.2997,1.0,15.07212,0.17764,1.1,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.71,0.0,0.0,0.7,0,0,0,81.27454,,34.3610802,-5.3123584
311,311,1603.944,137.436,34.3621635,-5.3109684,0,186.0,4.3138,0.07721,1.073132,2.327125,3.40953,0.07808,1.771907,6.04136,0.13835,9.35464,3.75,3.697,2.739,9.546,10.03876,0.33286,0.7,0.5322822213,0.07956,1.0,1.204006644,0.01344,1.0,1.569252525,0.01659,1.0,1.841765728,0.02109,1.0,2.352483546,0.02165,1.0,2.96075,0.06047,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,5.42985,0.16815,1.0,7.60873,0.34153,1.0,10.06451,0.20323,1.1,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.7,0.0,0.0,0.7,0,0,0,43.66778,,34.3621635,-5.3109684
592,592,1507.519,231.553,34.3661995,-5.3070464,2,308.0,5.92835,0.07667,1.046444,2.952153,4.71905,0.07753,1.771907,8.36172,0.13737,16.72464,4.575,4.279,3.63,11.823,17.50139,0.41586,0.71,2.874246933,0.10085,1.0,3.053910528,0.01703,1.0,3.113619685,0.02108,1.0,3.767279136,0.02675,1.0,4.388946324,0.02742,1.0,6.51019,0.07662,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,10.67999,0.21357,1.0,15.88691,0.43326,1.0,18.53397,0.25969,1.1,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.71,0.0,0.0,0.71,0,0,0,60.86981,,34.3661995,-5.3070464
16,16,3476.044,44.343,34.2838173,-5.314837,18,467.0,4.93155,0.07459,1.018572,4.799657,3.78815,0.07543,1.771907,6.71226,0.13366,23.23817,6.997,9.188,3.389,16.74,23.66976,0.59606,0.75,,,0.0,,,0.0,0.513604443,0.03369,1.0,2.14063832,0.04425,1.0,8.557647042,0.04497,1.0,12.21979,0.1233,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,17.67252,0.40169,1.17,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.75,0.0,0.0,0.75,0,0,0,50.21996,,34.2838173,-5.314837
22,22,3657.781,47.534,34.2762108,-5.3147025,0,213.0,10.52805,0.07007,1.076584,2.041821,9.5647,0.07086,1.771907,16.94776,0.12555,19.96722,3.102,3.215,3.009,9.331,21.49638,0.2949,0.85,,,0.0,0.3712694364,0.01192,1.0,0.5017750795,0.01435,1.0,0.6923407248,0.01881,1.0,1.284020703,0.01914,1.0,2.28819,0.05248,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,9.06441,0.14931,1.0,11.71954,0.30623,1.0,21.05425,0.17036,1.18,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.85,0.0,0.0,0.85,0,0,0,134.9892,,34.2762108,-5.3147025
83,83,3615.232,143.452,34.2779922,-5.3107057,3,576.0,13.03763,0.07223,1.025117,3.187921,10.77736,0.07258,1.771907,19.09649,0.12861,40.54461,4.96,6.684,3.814,15.147,41.56295,0.51558,0.8,22.87858725,0.10885,1.0,29.56774032,0.0185,1.0,39.19354165,0.02254,1.0,39.63687632,0.02916,1.0,40.60598157,0.02976,1.0,37.90555,0.0818,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,42.85712,0.23084,1.0,43.97336,0.4721,1.0,43.05683,0.26734,1.17,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.8,0.0,0.0,0.8,0,0,0,148.4818,,34.2779922,-5.3107057
369,369,3650.186,176.009,34.2765312,-5.3093491,0,338.0,11.59095,0.07223,1.051321,2.617737,9.42703,0.07304,1.771907,16.70382,0.12941,28.86089,4.065,3.88,3.657,11.301,30.34205,0.3753,0.79,2.151617682,0.08934,1.0,2.224634004,0.01518,1.0,3.11600244,0.01854,1.0,4.208025888,0.0239,1.0,7.189364595,0.02442,1.0,11.14306,0.06717,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,18.54418,0.18912,1.0,22.93821,0.38653,1.0,31.09797,0.22149,1.15,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.79,0.0,0.0,0.8,0,0,0,129.0738,,34.2765312,-5.3093491
504,504,3621.085,208.34,34.2777481,-5.308002,0,222.0,4.30207,0.07268,1.059941,2.816832,3.47745,0.0735,1.771907,6.16172,0.13023,11.4329,4.233,3.8,3.23,10.51,12.1182,0.34706,0.79,4.521390006,0.09602,1.0,4.37405328,0.01632,1.0,4.83107316,0.01998,1.0,7.532964064,0.0257,1.0,9.598591443,0.02626,1.0,9.37428,0.07226,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,10.14455,0.20315,1.0,12.0873,0.41497,1.0,13.13122,0.23738,1.16,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.79,0.0,0.0,0.79,0,0,0,47.31434,,34.2777481,-5.308002
527,527,3594.469,242.334,34.278862,-5.3065858,0,660.0,78.64221,0.07459,1.056413,2.063177,77.74566,0.07543,1.771907,137.7581,0.13366,153.5885,2.982,3.765,3.453,10.817,162.2528,0.36738,0.75,31.70103645,0.07025,1.0,78.27313932,0.01195,1.0,128.401645,0.01465,1.0,150.2654912,0.01881,1.0,151.0228965,0.01922,1.0,213.07206,0.05292,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,245.19414,0.14859,1.0,260.64181,0.30337,1.0,173.04295,0.17623,1.13,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.75,0.0,0.0,0.75,1,0,0,1030.683,,34.278862,-5.3065858
14,14,2509.19,70.178,34.3242798,-5.313767,0,644.0,78.71426,0.07613,1.055836,1.953829,74.08304,0.07699,1.771907,131.2682,0.13641,145.6611,2.965,3.707,3.54,10.868,153.7942,0.37685,0.72,2.100490488,0.06611,1.0,6.918769728,0.01137,1.0,18.4064084,0.01386,1.0,36.66222912,0.01785,1.0,74.99589426,0.01819,1.0,125.3261,0.05042,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,186.57216,0.14194,1.0,207.18649,0.28969,1.0,155.6239,0.16474,1.15,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.72,0.0,0.0,0.72,1,0,0,962.2839,,34.3242798,-5.313767
141,141,2461.797,107.926,34.3262634,-5.3121943,3,279.0,6.08152,0.0751,1.05184,2.662431,5.23802,0.07594,1.771907,9.28129,0.13456,15.39361,4.12,4.304,3.267,11.249,16.19161,0.38587,0.74,2.536402941,0.09003,1.0,4.29864822,0.01547,1.0,7.660728285,0.01893,1.0,9.298684,0.02426,1.0,11.15889495,0.02474,1.0,12.48725,0.06866,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,15.2932,0.193,1.0,16.45616,0.39357,1.0,15.88396,0.22417,1.16,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.74,0.0,0.0,0.74,0,0,0,68.97653,,34.3262634,-5.3121943
142,142,2460.906,94.717,34.3263016,-5.3127446,3,151.0,5.10782,0.07459,1.085855,2.113295,4.45933,0.07543,1.771907,7.90151,0.13366,9.94087,3.255,3.1,2.787,8.818,10.79434,0.29801,0.74,1.752392895,0.07149,1.0,1.80462726,0.01228,1.0,1.884716465,0.01502,1.0,2.21356816,0.01927,1.0,2.591029014,0.01965,1.0,3.82,0.05452,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,6.64417,0.15328,1.0,9.02576,0.31262,1.0,10.87371,0.17777,1.16,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.74,0.0,0.0,0.75,0,0,0,59.11778,,34.3263016,-5.3127446
461,461,2547.073,201.305,34.3226929,-5.3083029,3,244.0,8.88203,0.07315,1.071688,2.175965,8.34474,0.07397,1.771907,14.78611,0.13106,18.03415,3.193,3.324,3.106,9.639,19.32699,0.31856,0.78,3.256804818,0.07338,1.0,4.79183202,0.01263,1.0,9.49253263,0.0155,1.0,11.3162888,0.01979,1.0,12.5500179,0.02015,1.0,14.27074,0.05596,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,17.77251,0.15738,1.0,19.76264,0.32086,1.0,20.24453,0.18405,1.16,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.78,0.0,0.0,0.78,0,0,0,112.818,,34.3226929,-5.3083029
516,516,2647.333,223.083,34.3185005,-5.3073945,0,397.0,19.40343,0.07178,1.05098,2.594373,16.49808,0.07258,1.771907,29.23307,0.12861,47.89789,3.942,3.95,3.613,11.333,50.33973,0.37179,0.81,4.552573242,0.08742,1.0,5.42518974,0.01507,1.0,8.27469907,0.01847,1.0,15.40760624,0.0236,1.0,19.82063349,0.02402,1.0,24.54589,0.06666,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,34.80576,0.18759,1.0,46.13879,0.38262,1.0,54.16301,0.22138,1.14,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.81,0.0,0.0,0.81,0,0,0,227.2973,,34.3185005,-5.3073945
95,95,1870.446,130.26,34.3510094,-5.3112664,0,586.0,18.25951,0.07613,1.029948,3.381287,13.75471,0.07699,1.771907,24.37207,0.13641,59.94538,5.226,6.213,3.603,14.194,61.74062,0.50534,0.72,1.628850444,0.11525,1.0,1.982341368,0.01954,1.0,3.285391745,0.02415,1.0,6.363757424,0.03064,1.0,10.88469123,0.03144,1.0,15.00418,0.08768,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,27.58657,0.24436,1.0,43.86068,0.49636,1.0,62.67406,0.29043,1.13,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.72,0.0,0.0,0.72,0,0,0,178.6635,,34.3510094,-5.3112664
521,521,1988.434,230.518,34.3460732,-5.3070879,3,326.0,13.41844,0.07613,1.047107,2.62851,11.04789,0.07699,1.771907,19.57583,0.13641,33.68376,4.135,4.313,3.557,11.75,35.27048,0.41018,0.72,0.3205152783,0.08921,1.0,0.2633859,0.0152,1.0,0.363029286,0.01883,1.0,0.591932536,0.02379,1.0,1.399351023,0.02437,1.0,3.45621,0.06794,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,12.64266,0.19002,1.0,22.94561,0.38578,1.0,37.89583,0.22793,1.12,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.72,0.0,0.0,0.72,0,0,0,143.5039,,34.3460732,-5.3070879
333,333,2130.4,197.849,34.3401337,-5.3084488,3,686.0,44.80184,0.0751,1.035432,2.797968,34.87901,0.07594,1.771907,61.80237,0.13456,121.0646,4.417,4.575,4.281,13.277,125.3541,0.46277,0.74,6.851812056,0.09481,1.0,9.217151784,0.0162,1.0,18.23491415,0.02002,1.0,29.62110928,0.02535,1.0,38.16649032,0.02594,1.0,52.37772,0.07225,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,75.98858,0.20225,1.0,104.21839,0.4111,1.0,128.71939,0.24074,1.13,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.74,0.0,0.0,0.74,0,0,0,459.3019,,34.3401337,-5.3084488
406,406,2114.962,224.305,34.3407784,-5.3073463,3,685.0,22.67668,0.0751,1.025378,3.614138,17.31819,0.07646,1.771907,30.68623,0.13548,79.92825,5.394,5.712,4.431,15.093,81.95665,0.53392,0.74,2.224365765,0.12242,1.0,2.592792072,0.02092,1.0,4.47725007,0.02588,1.0,6.471635616,0.03273,1.0,11.99572626,0.03349,1.0,19.66089,0.0933,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,39.74121,0.26127,1.0,54.98224,0.5309,1.0,86.56244,0.31144,1.13,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.74,0.0,0.0,0.74,0,0,0,226.5073,,34.3407784,-5.3073463
626,626,1991.496,238.538,34.3459473,-5.3067541,3,181.0,9.5917,0.07613,1.070977,2.309407,8.02916,0.07699,1.771907,14.22693,0.13641,20.68311,3.662,3.828,2.723,9.686,22.15114,0.33324,0.72,0.08414238111,0.07836,1.0,0.13818663,0.01335,1.0,0.146767023,0.01655,1.0,0.293774232,0.0209,1.0,0.720020133,0.02141,1.0,1.6374,0.05968,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,7.4089,0.16696,1.0,13.69684,0.33896,1.0,23.9437,0.20033,1.12,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.72,0.0,0.0,0.72,0,0,0,104.2929,,34.3459473,-5.3067541
555,555,1817.877,216.472,34.3532104,-5.3076739,0,186.0,9.41274,0.08013,1.082752,2.071544,8.74974,0.08103,1.771907,15.50373,0.14357,18.00866,3.068,3.213,2.789,8.981,19.49891,0.32404,0.65,2.10922077,0.07053,1.0,2.87110224,0.01196,1.0,3.2809361,0.01483,1.0,4.577478416,0.01875,1.0,,,0.0,7.21271,0.05364,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,16.85838,0.3038,1.0,21.77138,0.17987,1.12,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,-99.0,,,-99.0,,1.0,0.0,0.0,0.65,0.0,0.0,0.65,0,0,0,107.9866,,34.3532104,-5.3076739
724,724,1697.071,278.089,34.3582687,-5.3051071,3,234.0,5.5448,0.08271,1.054038,2.329649,4.78119,0.08364,1.771907,8.47183,0.1482,12.2552,3.622,4.446,3.043,11.035,12.91744,0.41285,0.62,1.984257408,0.07935,1.0,2.360575836,0.01345,1.0,2.395480835,0.01668,1.0,2.91030952,0.02109,1.0,3.29103306,0.02162,1.0,4.76707,0.06034,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,8.90487,0.16861,1.0,11.16785,0.34179,1.0,13.66086,0.20591,1.09,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,20.693136484,0.09254,0.94,19.89107,0.12192,1.1,18.924708543,3.38384,1.0,13.86353,4.67145,1.0,1.0,0.0,0.0,0.62,0.0,1.0,0.61,0,0,0,57.16358,,34.3582687,-5.3051071
587,587,1710.151,338.335,34.3577194,-5.3025966,3,1121.0,2.17839,0.08271,0.9957455,18.74289,1.71082,0.08364,1.771907,3.03141,0.1482,41.00375,20.044,18.346,11.304,43.202,40.82929,1.99972,0.61,,,0.0,31.34342592,0.10822,1.0,48.759929,0.1344,1.0,49.8686896,0.16975,1.0,45.64589694,0.17384,1.0,40.9657,0.48512,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,2.13244512,24.42073,0.03,22.21386,1.35858,1.0,26.6447,2.75242,1.0,40.84092,1.65177,1.1,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,220.49862817,1.08084,0.91,191.6076,1.22052,1.07,198.77261886,26.99965,1.0,255.42645,36.58791,1.0,1.0,0.0,0.0,0.61,0.0,1.0,0.61,0,0,0,20.45439,,34.3577194,-5.3025966
471,471,1804.378,296.458,34.353775,-5.3043413,19,897.0,3.73577,0.0834,0.9957255,10.98196,3.23183,0.08433,1.771907,5.7265,0.14943,41.20218,32.494,26.299,11.966,53.219,41.02606,2.56374,0.61,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,14.26875,0.28411,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,23.14973,0.79498,1.0,30.21531,1.61167,1.0,42.28627,0.97007,1.09,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,105.33136701,0.68752,0.92,111.46668,0.49147,1.08,72.634877364,16.46427,1.0,57.12967,23.03604,1.0,1.0,0.0,0.0,0.61,0.0,1.0,0.6,0,0,0,38.3215,,34.353775,-5.3043413
649,649,1863.103,344.25,34.3513184,-5.3023496,3,1262.0,60.64095,0.08013,1.013975,2.746913,53.06083,0.08103,1.771907,94.01885,0.14357,164.2795,4.309,7.302,5.027,18.176,166.5754,0.70304,0.65,,,0.0,1.271238624,0.01588,1.0,2.3748481,0.01972,1.0,3.702786176,0.02488,1.0,8.097973338,0.02545,1.0,16.93035,0.071,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,160.641675,3.57648,0.03,69.0824,0.19905,1.0,116.13711,0.40351,1.0,175.95035,0.24058,1.11,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,282.41219437,0.18758,0.74,297.3678,0.19583,0.9,227.80681029,3.72136,1.0,148.97579,5.33816,1.0,1.0,0.0,0.0,0.65,0.0,1.0,0.65,0,0,0,654.8607,,34.3513184,-5.3023496
